order_id,customer_id,order_date,order_value_usd,origin_city,destination_city,priority_level,payment_method
402,1666,2024-02-20,8981.91,Mumbai,Singapore,Standard,Wire
403,3183,2023-01-31,14416.68,London,London,Standard,Card
404,3364,2024-08-11,2204.34,Sydney,Dubai,Standard,Wire
405,4713,2023-09-07,10274.03,Singapore,Singapore,Express,Wire
406,2414,2024-06-29,2581.3,London,Dubai,Overnight,Corporate Billing
407,1453,2023-09-23,1609.69,Toronto,Singapore,Overnight,Corporate Billing
408,238,2025-03-30,8309.88,Singapore,New York,Standard,Wire
409,1793,2024-10-19,3886.23,Berlin,New York,Express,Wire
410,4724,2023-07-23,3557.82,Dubai,Mumbai,Standard,UPI
411,4055,2023-04-06,11372.41,Dubai,Dubai,Overnight,Wire
412,3064,2024-02-27,129.19,Singapore,Mumbai,Standard,Card
413,858,2023-02-19,9630.42,London,Toronto,Express,Wire
414,4384,2025-04-18,1614.48,London,Singapore,Express,Corporate Billing
415,803,2024-12-07,2789.92,London,Berlin,Overnight,Wire
416,3829,2023-10-06,8496.89,Dubai,Toronto,Overnight,Wire
417,104,2023-12-15,10631.03,Dubai,Singapore,Express,Card
418,1823,2024-02-09,14830.04,New York,New York,Express,UPI
419,4489,2023-02-25,10940.49,Berlin,Berlin,Overnight,Card
420,2021,2023-11-21,10749.09,Mumbai,Singapore,Express,Corporate Billing
421,543,2024-01-15,811.76,Mumbai,Dubai,Express,UPI
422,2395,2024-05-28,14677.81,Toronto,London,Overnight,Card
423,3058,2024-04-09,3326.76,Dubai,Toronto,Express,UPI
424,4980,2025-03-03,6619.03,Berlin,Berlin,Overnight,UPI
425,4149,2024-03-23,4592.9,Toronto,London,Standard,Card
426,4140,2024-11-11,1283.76,Singapore,London,Overnight,Corporate Billing
427,1723,2024-09-15,8429.08,Sydney,Mumbai,Express,Corporate Billing
428,2377,2023-11-26,493.18,Mumbai,Singapore,Standard,Corporate Billing
429,4840,2025-06-06,14671.37,New York,Toronto,Standard,Wire
430,3324,2023-01-24,2603.1,Sydney,London,Overnight,UPI
431,4434,2024-11-21,1921.47,Singapore,Sydney,Express,Card
432,267,2024-02-10,14867.65,Toronto,London,Express,UPI
433,3587,2023-12-02,7404.03,London,Toronto,Express,UPI
434,3,2024-02-19,11656.25,New York,Sydney,Standard,Card
435,4162,2025-05-16,2470.82,Sydney,New York,Express,Corporate Billing
436,881,2023-03-26,3873.02,Sydney,New York,Standard,Card
437,455,2024-02-22,5399.24,New York,Sydney,Overnight,Wire
438,843,2023-02-08,7446.9,Dubai,Toronto,Express,Wire
439,878,2023-04-17,330.24,Toronto,Toronto,Standard,Corporate Billing
440,1049,2023-08-18,7411.69,Toronto,New York,Standard,Corporate Billing
441,4270,2023-11-17,2420.58,Toronto,Berlin,Standard,UPI
442,2135,2023-01-20,6114.0,Dubai,London,Standard,UPI
443,4119,2024-10-04,10987.29,New York,Mumbai,Standard,Corporate Billing
444,2694,2023-10-23,2174.47,Sydney,Berlin,Standard,UPI
445,789,2023-11-04,10515.17,Dubai,Berlin,Overnight,Wire
446,4024,2024-04-22,9170.64,New York,Dubai,Standard,Wire
447,4850,2023-11-28,11507.07,Singapore,London,Express,Corporate Billing
448,4080,2024-10-31,9836.48,Singapore,Mumbai,Standard,Corporate Billing
449,3938,2024-03-05,4289.16,Singapore,New York,Overnight,Wire
450,3517,2024-02-21,3402.7,Sydney,Sydney,Express,Card
451,4279,2024-05-08,6595.75,Toronto,Toronto,Overnight,Card
452,2711,2023-07-24,11792.97,Singapore,Sydney,Standard,Corporate Billing
453,1082,2023-11-21,10716.97,Berlin,Dubai,Overnight,Card
454,758,2023-12-22,5547.91,Berlin,Berlin,Express,UPI
455,968,2023-08-26,2877.63,New York,Dubai,Overnight,UPI
456,4814,2024-01-24,5620.57,Mumbai,Mumbai,Overnight,Wire
457,3560,2024-01-13,13241.48,Dubai,New York,Overnight,Wire
458,4530,2023-05-29,10941.96,Toronto,Toronto,Express,Card
459,4950,2025-05-30,10716.18,Toronto,Dubai,Standard,UPI
460,3980,2024-03-27,10953.81,Mumbai,Singapore,Standard,Wire
461,2371,2025-04-10,8130.64,Sydney,Mumbai,Overnight,Wire
462,957,2023-02-13,9336.2,London,Berlin,Express,Card
463,141,2024-12-22,7143.81,Toronto,Dubai,Overnight,UPI
464,199,2023-08-19,4489.16,London,Toronto,Overnight,Card
465,3499,2025-05-13,8837.15,Berlin,Berlin,Overnight,Corporate Billing
466,83,2024-12-13,9665.17,Berlin,Mumbai,Express,Card
467,4978,2024-01-11,352.11,Mumbai,New York,Standard,Card
468,4174,2025-03-25,10499.97,London,Singapore,Standard,Card
469,2332,2024-01-18,5138.85,Sydney,Berlin,Express,UPI
470,2943,2023-03-30,12450.32,Berlin,Berlin,Standard,Card
471,85,2025-04-04,11356.7,Berlin,Toronto,Standard,Wire
472,4127,2023-09-13,9948.52,New York,New York,Standard,Card
473,4490,2024-10-17,3503.47,London,Dubai,Standard,Card
474,3779,2025-04-08,1167.18,New York,Sydney,Standard,Card
475,3640,2024-11-08,5650.62,Berlin,London,Express,Corporate Billing
476,3676,2023-09-09,8797.56,Berlin,Mumbai,Overnight,UPI
477,1822,2023-10-14,14022.5,London,London,Overnight,Wire
478,4120,2024-09-28,1760.82,London,New York,Overnight,Card
479,2920,2023-01-19,10706.63,Berlin,Mumbai,Overnight,Corporate Billing
480,180,2024-07-31,12960.33,Dubai,Toronto,Standard,Card
481,2198,2023-08-26,8852.89,Berlin,Mumbai,Overnight,Card
482,1999,2024-05-13,10662.78,Berlin,Sydney,Standard,Wire
483,3228,2024-08-24,5612.65,London,Mumbai,Standard,Wire
484,1890,2023-05-27,12227.79,Toronto,Berlin,Standard,Card
485,4956,2025-02-08,14752.68,Mumbai,New York,Standard,Card
486,2142,2023-02-12,4025.55,New York,Mumbai,Overnight,Wire
487,3241,2024-03-02,3316.53,Dubai,Toronto,Standard,Card
488,322,2023-05-24,4599.13,Mumbai,Singapore,Standard,Card
489,4605,2025-04-18,514.66,Berlin,Singapore,Overnight,Corporate Billing
490,306,2023-05-03,8891.63,Dubai,London,Overnight,Wire
491,2774,2023-02-23,14051.31,Dubai,New York,Express,Corporate Billing
492,1051,2024-03-18,7881.88,Toronto,London,Overnight,UPI
493,3330,2024-04-05,1019.53,Berlin,Singapore,Overnight,Corporate Billing
494,1780,2025-01-13,4374.98,Berlin,Toronto,Overnight,Card
495,4194,2023-03-25,4762.21,New York,Sydney,Standard,Card
496,3883,2025-01-03,13545.54,Sydney,New York,Overnight,UPI
497,186,2024-08-21,1385.81,Dubai,London,Express,UPI
498,2683,2024-08-19,14116.95,Sydney,Toronto,Standard,UPI
499,3597,2025-03-13,11398.35,Dubai,London,Overnight,Corporate Billing
500,2186,2023-07-01,6662.38,Sydney,Singapore,Express,Wire
501,675,2023-01-01,2897.04,Dubai,Toronto,Express,Card
502,270,2025-02-13,7486.94,Singapore,Mumbai,Express,Corporate Billing
503,1777,2023-02-27,12742.6,New York,London,Overnight,Corporate Billing
504,4613,2024-06-26,3449.45,Toronto,London,Standard,Card
505,1756,2023-01-21,2543.83,Dubai,Mumbai,Overnight,Wire
506,1167,2025-05-11,3607.34,London,Berlin,Standard,Card
507,3920,2023-06-11,12169.11,Sydney,Toronto,Express,Wire
508,4999,2024-07-16,3096.5,New York,Berlin,Express,Corporate Billing
509,1471,2025-01-07,5051.36,Toronto,Sydney,Standard,UPI
510,3125,2024-08-24,669.16,Mumbai,Mumbai,Overnight,Corporate Billing
511,30,2023-08-23,276.37,London,Mumbai,Express,UPI
512,1721,2023-09-30,661.87,Berlin,Mumbai,Overnight,Corporate Billing
513,1665,2024-04-01,4666.32,Dubai,Sydney,Overnight,Corporate Billing
514,1186,2025-02-13,8182.68,Berlin,Sydney,Overnight,Corporate Billing
515,3817,2025-03-25,1347.53,Toronto,Toronto,Overnight,Corporate Billing
516,1131,2023-07-30,1507.7,Sydney,New York,Overnight,UPI
517,434,2024-01-07,2773.93,Mumbai,Mumbai,Standard,UPI
518,1532,2023-03-03,6174.37,Toronto,Mumbai,Overnight,Card
519,2424,2025-04-03,12799.26,London,New York,Express,Wire
520,604,2025-06-19,12704.52,New York,London,Standard,Card
521,319,2023-03-17,10930.85,Sydney,Toronto,Express,Corporate Billing
522,3382,2023-04-29,5260.57,Singapore,Dubai,Overnight,UPI
523,4151,2023-10-15,349.04,Singapore,Toronto,Overnight,Corporate Billing
524,3804,2024-02-05,7184.68,Berlin,Berlin,Standard,UPI
525,3943,2025-01-05,6145.95,Singapore,New York,Standard,UPI
526,2916,2024-06-30,11555.7,Berlin,London,Standard,Card
527,330,2023-11-01,7377.17,Dubai,Sydney,Standard,Wire
528,3561,2024-04-16,2246.7,Berlin,New York,Standard,UPI
529,1122,2024-10-13,3323.72,New York,Dubai,Express,Card
530,1123,2023-04-16,5835.45,Singapore,Singapore,Overnight,Wire
531,1565,2023-08-26,10879.43,Berlin,Sydney,Standard,UPI
532,3158,2025-03-22,4680.03,Toronto,New York,Express,UPI
533,2952,2025-03-28,4269.9,Berlin,London,Express,Wire
534,427,2024-03-18,9697.09,New York,Mumbai,Standard,Corporate Billing
535,1790,2024-03-02,3185.76,London,Singapore,Overnight,Corporate Billing
536,900,2025-05-27,7002.33,Dubai,Singapore,Standard,Card
537,3383,2023-05-13,10044.25,Dubai,Singapore,Express,UPI
538,1258,2023-04-13,6476.11,New York,London,Overnight,Card
539,4595,2023-07-13,10910.79,Mumbai,Dubai,Express,Corporate Billing
540,4492,2025-04-08,6022.56,Sydney,Sydney,Overnight,Wire
541,4066,2024-03-29,11654.11,Sydney,Singapore,Express,Card
542,2894,2024-06-13,4583.4,Dubai,Mumbai,Express,UPI
543,1683,2023-08-24,2831.99,Berlin,London,Standard,Wire
544,2906,2024-12-28,4844.82,London,Dubai,Standard,Corporate Billing
545,4553,2023-08-16,7845.49,Berlin,Toronto,Overnight,Wire
546,1889,2023-05-29,12280.95,Singapore,Singapore,Standard,Card
547,20,2023-06-02,7133.18,New York,Berlin,Express,Card
548,2619,2023-04-07,1796.42,Dubai,Mumbai,Standard,Corporate Billing
549,2380,2024-03-10,11974.55,Mumbai,Dubai,Standard,Corporate Billing
550,1315,2024-01-05,3774.52,Toronto,New York,Standard,UPI
551,1897,2023-09-09,4387.01,Mumbai,Mumbai,Express,Corporate Billing
552,4331,2024-02-03,9415.33,Berlin,Dubai,Express,Wire
553,3594,2023-04-10,5393.65,Mumbai,Sydney,Overnight,UPI
554,486,2024-05-17,7544.07,New York,Berlin,Standard,Card
555,192,2024-12-27,10918.71,Dubai,New York,Standard,Card
556,1298,2024-07-24,7645.9,Singapore,New York,Overnight,UPI
557,4910,2024-01-27,4636.76,Toronto,Singapore,Standard,Wire
558,4915,2025-05-17,3259.27,Toronto,Singapore,Standard,Card
559,4621,2024-08-31,5244.06,Dubai,Sydney,Express,UPI
560,4922,2024-09-17,3024.73,Singapore,Berlin,Standard,Card
561,4954,2025-03-08,14568.15,London,Singapore,Express,Corporate Billing
562,4580,2025-04-30,11009.31,New York,Mumbai,Standard,UPI
563,670,2023-09-24,1654.1,Toronto,Toronto,Express,Card
564,3560,2023-12-22,8370.33,New York,Singapore,Overnight,UPI
565,145,2023-05-26,7042.57,Sydney,New York,Express,Corporate Billing
566,1695,2025-01-20,5344.91,Mumbai,New York,Overnight,Corporate Billing
567,3664,2023-02-01,9059.16,Toronto,New York,Standard,UPI
568,1392,2024-12-08,12543.93,Berlin,London,Standard,Corporate Billing
569,2909,2024-09-23,9696.22,London,Singapore,Overnight,Wire
570,3096,2024-10-24,5758.92,Dubai,Singapore,Standard,Card
571,2635,2023-09-23,10885.34,Singapore,Mumbai,Express,Wire
572,4934,2025-05-05,11248.32,Mumbai,Mumbai,Overnight,Corporate Billing
573,2501,2024-04-05,6699.74,Mumbai,Sydney,Standard,Card
574,2878,2025-03-14,3813.9,New York,Toronto,Express,Wire
575,1361,2023-12-07,635.29,Singapore,Berlin,Standard,Corporate Billing
576,3976,2023-10-05,12776.34,Sydney,Singapore,Express,Corporate Billing
577,1015,2024-01-17,2497.1,Singapore,Toronto,Overnight,Corporate Billing
578,1904,2024-09-18,5232.93,London,Singapore,Express,UPI
579,2558,2024-02-07,12227.02,Singapore,New York,Standard,Corporate Billing
580,792,2024-12-28,10526.69,Toronto,London,Express,Wire
581,508,2024-09-07,4168.95,Singapore,Dubai,Standard,Card
582,303,2024-10-27,3588.97,Berlin,Sydney,Express,Wire
583,2899,2024-11-25,3431.89,Toronto,Berlin,Overnight,Wire
584,329,2024-10-08,10605.21,Toronto,London,Express,UPI
585,61,2024-12-20,11174.69,London,London,Overnight,UPI
586,380,2023-10-26,6798.16,Toronto,Berlin,Standard,Corporate Billing
587,171,2025-04-16,13941.73,Sydney,New York,Express,Corporate Billing
588,474,2024-10-23,6270.78,Sydney,Dubai,Express,UPI
589,3888,2025-06-12,10454.0,London,Toronto,Overnight,Wire
590,2869,2023-12-02,4974.11,Berlin,Toronto,Overnight,Wire
591,1791,2024-07-24,1884.3,London,Berlin,Express,Corporate Billing
592,4163,2023-12-24,918.08,Toronto,Toronto,Standard,Card
593,4581,2023-05-29,10615.6,London,Dubai,Express,Corporate Billing
594,4258,2023-05-01,647.84,Sydney,Dubai,Overnight,Wire
595,4063,2024-02-29,11325.13,Berlin,Toronto,Standard,Wire
596,1419,2024-01-07,5211.19,Singapore,Mumbai,Express,Card
597,2536,2024-04-01,3728.43,Singapore,New York,Standard,UPI
598,1295,2024-12-03,13333.11,Sydney,Singapore,Overnight,Card
599,838,2025-04-19,6304.79,Toronto,London,Express,Card
600,3583,2024-12-22,3307.15,London,Toronto,Overnight,UPI
601,1018,2024-01-11,4202.15,Singapore,Berlin,Express,Wire
602,1954,2023-10-23,5990.25,Berlin,Berlin,Overnight,UPI
603,1813,2024-10-20,10206.51,Mumbai,Singapore,Standard,UPI
604,4268,2024-08-04,3821.33,London,Toronto,Standard,UPI
605,4124,2024-07-27,14861.05,Sydney,Mumbai,Overnight,Wire
606,2278,2024-03-18,11517.98,London,Dubai,Standard,Card
607,4655,2023-05-09,6004.75,Berlin,Mumbai,Overnight,Card
608,43,2024-12-31,7158.54,Toronto,London,Standard,UPI
609,3020,2023-07-14,13793.22,Toronto,Mumbai,Overnight,Corporate Billing
610,1734,2025-05-26,9309.49,Toronto,London,Standard,UPI
611,1503,2023-01-20,7967.16,New York,Toronto,Overnight,UPI
612,4633,2024-06-19,9248.57,Berlin,New York,Standard,Wire
613,2774,2025-06-09,3995.18,Mumbai,London,Overnight,UPI
614,4587,2025-02-15,9020.2,Dubai,Singapore,Standard,Corporate Billing
615,482,2023-05-03,14142.89,Berlin,Toronto,Standard,Corporate Billing
616,1118,2024-09-08,10244.34,New York,Toronto,Standard,Card
617,289,2024-04-17,8478.06,Mumbai,Toronto,Overnight,UPI
618,4639,2023-02-12,14996.22,New York,Mumbai,Overnight,Wire
619,995,2023-07-08,14740.41,Singapore,Mumbai,Express,UPI
620,107,2025-02-20,5787.16,Berlin,Dubai,Standard,Wire
621,543,2024-08-03,9830.73,Sydney,Berlin,Express,Corporate Billing
622,4629,2023-01-06,4270.94,New York,Singapore,Express,Card
623,4418,2023-06-19,14781.85,Singapore,Sydney,Overnight,Wire
624,4718,2024-04-15,3291.7,Berlin,New York,Express,Card
625,4191,2024-01-21,6590.13,Berlin,Sydney,Standard,UPI
626,4092,2023-06-15,12810.89,Mumbai,New York,Express,Wire
627,1282,2023-09-28,831.63,Berlin,Mumbai,Express,Corporate Billing
628,727,2024-04-07,12835.86,Toronto,New York,Overnight,Corporate Billing
629,1824,2024-04-11,7685.51,Toronto,Mumbai,Overnight,Wire
630,3736,2025-04-20,12073.68,Sydney,Toronto,Overnight,UPI
631,3092,2024-09-11,6375.77,Toronto,Berlin,Overnight,Corporate Billing
632,3995,2024-07-16,4352.36,Singapore,Toronto,Standard,Corporate Billing
633,3830,2023-01-20,240.48,Berlin,New York,Overnight,Card
634,4573,2025-03-23,5627.43,Dubai,Singapore,Express,UPI
635,4143,2024-11-06,7492.55,Mumbai,New York,Overnight,Card
636,1671,2024-04-28,11619.05,New York,Mumbai,Express,UPI
637,4459,2024-12-03,9369.14,London,Singapore,Standard,UPI
638,4807,2025-05-24,6668.74,London,Singapore,Standard,Card
639,3027,2023-11-16,12490.46,Berlin,Mumbai,Overnight,UPI
640,2224,2024-08-13,4721.81,Dubai,Berlin,Standard,Wire
641,2510,2025-04-21,2209.32,Sydney,Toronto,Express,UPI
642,3856,2024-08-25,7235.85,New York,New York,Standard,Wire
643,4723,2025-02-03,12247.74,Mumbai,Dubai,Express,UPI
644,668,2025-03-27,8829.59,Mumbai,London,Express,UPI
645,1636,2024-08-26,14260.71,New York,Berlin,Standard,UPI
646,1891,2024-10-11,6820.65,New York,New York,Express,Card
647,4194,2024-08-24,14045.53,Singapore,Singapore,Overnight,Card
648,4985,2024-08-19,5883.29,Mumbai,Sydney,Standard,Card
649,317,2023-02-16,8499.2,Mumbai,Dubai,Standard,Wire
650,4539,2024-02-23,8105.89,Toronto,New York,Express,UPI
651,2000,2023-01-15,833.5,New York,Toronto,Standard,UPI
652,2659,2024-07-26,10890.02,Toronto,New York,Standard,Corporate Billing
653,3261,2024-09-06,10502.93,Dubai,Dubai,Express,Wire
654,1909,2024-05-12,5753.21,Berlin,Dubai,Overnight,Wire
655,391,2024-01-22,3423.48,Sydney,New York,Overnight,UPI
656,4563,2023-09-21,6604.18,Sydney,Berlin,Overnight,UPI
657,1111,2023-08-30,13916.98,New York,New York,Express,Card
658,1827,2023-09-18,7722.64,Singapore,Dubai,Express,Card
659,3701,2025-05-26,8169.81,Sydney,Mumbai,Standard,Card
660,4064,2024-05-18,10951.47,London,Toronto,Standard,Corporate Billing
661,4178,2024-07-02,10044.38,Berlin,Sydney,Express,Corporate Billing
662,2575,2023-03-25,2379.58,Sydney,London,Overnight,Card
663,1624,2024-04-19,11705.68,Dubai,Toronto,Express,Corporate Billing
664,4086,2024-11-23,5437.86,Sydney,Berlin,Overnight,Corporate Billing
665,1211,2024-10-15,12145.04,Berlin,Berlin,Standard,UPI
666,3902,2023-06-25,1541.07,Toronto,Berlin,Express,Corporate Billing
667,4322,2024-12-23,13818.71,Mumbai,Berlin,Overnight,Corporate Billing
668,2575,2024-10-28,12220.25,Toronto,Berlin,Overnight,Wire
669,1140,2023-08-05,10197.08,London,Singapore,Standard,UPI
670,2720,2023-10-01,3407.69,Toronto,Berlin,Standard,Corporate Billing
671,4247,2024-12-26,11038.16,London,New York,Standard,UPI
672,1586,2025-03-22,7629.66,Mumbai,Berlin,Overnight,Corporate Billing
673,3023,2024-09-06,1207.03,Singapore,Singapore,Express,Wire
674,2807,2023-05-01,11846.7,Singapore,Mumbai,Standard,Card
675,4510,2023-08-17,13408.86,Berlin,Singapore,Standard,Wire
676,1817,2023-05-01,3421.47,Mumbai,Berlin,Overnight,UPI
677,1225,2023-05-28,2073.79,Sydney,Toronto,Overnight,Wire
678,4479,2023-03-02,3496.96,Sydney,New York,Overnight,Corporate Billing
679,1158,2023-03-09,461.4,Berlin,London,Overnight,Corporate Billing
680,3857,2024-03-01,8535.48,Singapore,Toronto,Overnight,Corporate Billing
681,2751,2024-11-22,14169.02,Berlin,New York,Express,UPI
682,1492,2023-01-11,1739.98,Mumbai,New York,Standard,Corporate Billing
683,4519,2024-08-18,7001.8,Sydney,Singapore,Overnight,Corporate Billing
684,3522,2025-03-14,5173.1,London,Berlin,Express,Card
685,4877,2023-08-16,4914.59,Toronto,London,Overnight,Wire
686,2601,2024-06-07,12581.6,Toronto,London,Overnight,Corporate Billing
687,4989,2024-06-12,13712.99,London,Sydney,Express,UPI
688,1446,2023-08-22,8912.74,Singapore,Toronto,Overnight,Wire
689,3923,2023-02-24,11153.65,Singapore,Dubai,Overnight,Wire
690,3817,2024-12-01,5084.13,Dubai,Berlin,Express,Corporate Billing
691,1570,2023-04-07,14912.62,Sydney,Mumbai,Overnight,Card
692,866,2025-02-10,2537.18,London,London,Overnight,UPI
693,4406,2024-12-06,3483.13,New York,Toronto,Standard,Wire
694,2184,2024-08-13,13284.1,London,Dubai,Standard,Wire
695,2917,2023-02-19,12035.41,Sydney,Mumbai,Express,Card
696,3728,2023-07-05,14865.73,Berlin,London,Express,Corporate Billing
697,2326,2023-07-16,1701.91,New York,New York,Standard,UPI
698,2240,2025-02-12,7810.45,Berlin,Sydney,Standard,Card
699,1619,2025-03-13,11755.3,London,Toronto,Overnight,Card
700,2418,2023-04-20,8056.31,Berlin,London,Standard,Corporate Billing
701,4811,2024-02-21,13006.21,Berlin,London,Overnight,UPI
702,3463,2024-11-18,10688.35,Mumbai,New York,Overnight,Card
703,2539,2024-10-09,8081.24,Singapore,Singapore,Overnight,Wire
704,2538,2023-11-28,13994.78,New York,Singapore,Express,UPI
705,1331,2023-03-27,8823.52,Sydney,Dubai,Express,Corporate Billing
706,51,2023-08-24,11267.34,Berlin,Toronto,Standard,Card
707,3032,2024-08-06,984.68,Berlin,Mumbai,Standard,Wire
708,866,2024-04-01,12671.48,New York,Dubai,Express,Corporate Billing
709,2433,2024-06-29,1494.58,Singapore,New York,Express,UPI
710,2961,2024-09-02,8952.8,Dubai,Mumbai,Overnight,Corporate Billing
711,3911,2024-05-31,4524.63,Mumbai,Sydney,Express,Wire
712,2426,2023-06-03,12086.29,London,Mumbai,Overnight,UPI
713,4659,2024-07-17,2877.12,Dubai,Toronto,Express,Corporate Billing
714,1669,2023-10-13,3248.13,Singapore,Singapore,Express,Wire
715,3525,2024-04-01,608.37,Mumbai,London,Express,Wire
716,1082,2024-11-01,371.06,Berlin,New York,Standard,Card
717,168,2024-05-04,14355.62,Mumbai,Dubai,Express,Corporate Billing
718,2870,2024-03-13,11546.9,Toronto,Sydney,Overnight,UPI
719,2029,2024-10-04,6955.45,Berlin,Singapore,Standard,Wire
720,193,2023-01-16,4088.0,Dubai,Berlin,Standard,Card
721,1431,2023-05-01,9459.17,London,Sydney,Standard,UPI
722,2468,2023-07-05,11074.73,Mumbai,Berlin,Express,Card
723,1888,2025-03-28,13744.21,Sydney,Berlin,Standard,Card
724,4885,2024-05-10,873.65,Dubai,Berlin,Standard,UPI
725,824,2025-02-24,10842.39,Toronto,Sydney,Standard,Corporate Billing
726,1617,2024-06-18,13298.84,Toronto,Berlin,Express,Corporate Billing
727,1588,2023-09-08,13666.42,Sydney,New York,Overnight,UPI
728,661,2024-05-05,13568.92,Singapore,Berlin,Express,UPI
729,888,2024-05-30,14497.66,London,Berlin,Standard,Wire
730,1457,2025-04-13,11226.63,Berlin,Berlin,Overnight,Wire
731,1920,2023-10-18,11246.82,Mumbai,Berlin,Express,Wire
732,3919,2023-07-06,2786.1,Berlin,Dubai,Standard,Card
733,1411,2025-02-22,9311.5,Mumbai,Sydney,Overnight,Wire
734,1069,2023-02-06,4967.59,Toronto,Berlin,Standard,Wire
735,4267,2023-11-24,6230.3,London,London,Standard,UPI
736,3510,2023-09-15,13549.56,London,Sydney,Overnight,Corporate Billing
737,3526,2025-02-02,2753.6,Berlin,Dubai,Express,Corporate Billing
738,1556,2025-04-15,6284.07,Mumbai,New York,Express,UPI
739,2896,2023-06-18,6448.43,Mumbai,New York,Express,Card
740,2065,2025-06-14,13738.18,Dubai,Singapore,Overnight,Corporate Billing
741,4161,2025-03-03,8860.07,London,Sydney,Overnight,Wire
742,3345,2023-01-17,12887.65,Dubai,Berlin,Express,Corporate Billing
743,807,2024-07-12,11254.29,Singapore,Singapore,Express,Corporate Billing
